id,name,houseLink,pictureurl,area,road,year,totlefloor,floor,lfloors,size,room,hall,bath,totalprice,type,lands,blan,parking
5898,雙子星店面,https://buy.yungching.com.tw/house/4371368,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvXgC0Z0RDRzKxeZYzLYgGAN82CodMNFOD5ljJfcbFrfyTk1Kz6qC5KqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中正區,館前路,43.9,12.0,1 , 1,36.21,1.0,1.0,1.0,24578,店面,2.93,18.61,
5899,獨立門廳電梯別墅,https://buy.yungching.com.tw/house/4371858,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvDzAGrtCu2kiul__Bz1HWrrNO681GMi1Suyz7wHBXfQu3_KM7jxtBFqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,中山北路七段,27.8,4.0,B1 , 4,152.4,7.0,3.0,5.0,15800,透天厝,62.62,94.13,
5900,士林高投報金店,https://buy.yungching.com.tw/house/4371908,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCszDUjmTXe7ChrLv0LtYkfSs3r6IGCL8JeORApG7s-aqxiZMLza2XCsqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,後港街,6.0,7.0,1 , 1,114.14,0.0,1.0,1.0,5900,店面,22.22,58.64,(含車位15.56坪)
5901,錦繡挑高庭院戶,https://buy.yungching.com.tw/house/4371909,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvTPrLoIxnX1p-zsNcKm20UTMbIBhzIGFP-NBCoxcBYy9xGvc2vI2MLqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,內湖路三段,28.6,16.0,1 , 1,58.01,4.0,3.0,2.0,2988,住宅大樓,10.41,37.25,(含車位7.38坪)
5902,國際名紳面公園,https://buy.yungching.com.tw/house/4371911,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs9NN-xjA3UqZRId1TvzxVw62aPU5dQTjULoqmj-qLIFRnkSx9az1nGqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,信義區,松德路,26.4,24.0,4 , 4,54.82,3.0,2.0,2.0,5200,住宅大樓,4.23,35.99,(含車位12.50坪)
5903,國賓官邸靜巷豪邸,https://buy.yungching.com.tw/house/4372080,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtgKk7NKlw_ZBQDzpOAvyURjUi2wQAYEtyWHWU99XWNgTzo5l3mOQjlqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,成功路二段,5.7,14.0,5 , 5,78.74,3.0,2.0,2.0,5380,住宅大樓,6.51,45.11,(含車位10.48坪)
5904,忠孝公園設計美宅,https://buy.yungching.com.tw/house/4372114,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu233-5ULXxqY6pT7BgQhOh0TpWKM3ihIHkB-efkqZ0Nh8cj4IraDSMqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中正區,臨沂街,8.9,5.0,2 , 2,45.18,1.0,2.0,1.0,4550,公寓,8.39,21.31,(含車位7.97坪)
5905,南京捷運低總價店,https://buy.yungching.com.tw/house/4372440,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuAla3Udb3fkhrAd8gwcxtN2CngybMiqEvZFEgjHMIIPm-ZTMWpeLlSqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,松山區,健康路,42.5,13.0,1 , 1,25.72,0.0,0.0,1.0,2650,店面,6.68,22.29,
5906,碧湖旁捷運宅,https://buy.yungching.com.tw/house/4372717,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu6P6XRolMzT1qDW-aV3cFCMpkceT7inE8LBOT1CGErT8ZWblolwqmfqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,文德路,25.0,10.0,3 , 3,27.43,3.0,2.0,1.0,2200,華廈,5.88,20.51,
5907,文德捷運機能美宅,https://buy.yungching.com.tw/house/4372722,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu3Y2m7d2rixn1nDNo-QTOqKBUgqmxOBaspfqwLM_OtBRqKYeLF2jylqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,文德路,25.0,10.0,3 , 3,27.14,2.0,2.0,1.0,2200,華廈,5.8,20.22,
5908,古亭高樓景觀豪邸,https://buy.yungching.com.tw/house/4372755,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu3tE201EvbOz3U5BZ0pxuJU0jzIlfza3iXHGEhcAEgoH8qhV5GdxQYqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中正區,汀州路二段,6.9,11.0,11 , 11,56.9,3.0,2.0,2.0,4386,住宅大樓,9.71,28.0,(含車位11.79坪)
5909,天母磺溪電梯三房,https://buy.yungching.com.tw/house/4372756,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt51S8EgtYuFNh9LQ9Y_3UkUj0MfGuhmYAABgnBkNtRU81BaLqkUlGaqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,北投區,天母西路,36.8,7.0,6 , 6,47.01,3.0,2.0,2.0,2998,華廈,8.13,37.08,
5910,師大挑高景觀美宅,https://buy.yungching.com.tw/house/4372817,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs4qxkWnIdbO_DJBOVe0OK4pT98fYccuB0jkuoXapneh35b2lR2mT7mqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,大安區,師大路,12.3,9.0,8 , 8,20.58,1.0,1.0,1.0,1900,住宅大樓,2.64,8.43,(含車位5.28坪)
5911,松捷方正美寓,https://buy.yungching.com.tw/house/4373046,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtsayphJOCWg72H9YMnSHPP6ZFuuTHQfQP58bdnc2kXn_KdqE-6eXtZqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,信義區,永吉路,35.3,5.0,4 , 4,35.17,3.0,2.0,2.0,2750,公寓,8.95,31.3,
5912,仁愛美妝公園電梯,https://buy.yungching.com.tw/house/4373138,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtSuNWn0LXI8VkyBZsmnTiGC1H8I3HjkMykNLMVi9FvuBoHOu0gIsB7qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,大安區,新生南路一段,31.9,6.0,2 , 2,79.97,4.0,2.0,2.0,6988,華廈,18.68,52.74,(含車位17.02坪)
5913,仁愛國館稀有金店,https://buy.yungching.com.tw/house/4373986,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv1v5IyGnCW6kYy561Yz2Yj7hEa6oLEeTOyKiHaLC-lqQpKRJWaXwJYqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,信義區,光復南路,37.1,12.0,1 , 1,20.94,0.0,1.0,1.0,3280,店面,1.62,17.74,
5914,松勤九號邊間美妝,https://buy.yungching.com.tw/house/4374502,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsQXStQXXyc1UHNSPYgwj-PoUHUel_kqe-PmELxKocUcfXWSp1ormYrqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,信義區,松勤街,13.0,19.0,13 , 13,19.94,1.0,1.0,1.0,2688,住宅大樓,1.89,8.94,(含車位5.28坪)
5915,師大低總價金店面,https://buy.yungching.com.tw/house/4374823,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuuH-aKt3Y2fqXgND3VVFyclDPwH2TY-b9MkyVK3482ERPwnWKUPzRjqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,師大路,40.4,7.0,B1 , B1,41.74,0.0,1.0,1.0,1850,店面,7.8,40.07,
5916,景觀宅開賣了,https://buy.yungching.com.tw/house/4375702,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCueb8ilBDjwjNs1UkfHR4ifh688mjlQqD_X94R77BIfeE5mrRgmQiO4qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,大同區,南京西路,6.9,14.0,8 , 8,85.82,4.0,2.0,2.0,7250,住宅大樓,7.5,45.36,(含車位15.50坪)
5917,內科對面收租寶,https://buy.yungching.com.tw/house/4375895,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsYWEfLDDQSCgC-GARKg_eGIosLrSUFnRGLqrP0xYGeHcpqxeq1LvftqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQMQDLL6rbVXv1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,內湖路一段,40.3,5.0,5 , 5,37.17,6.0,0.0,6.0,2180,公寓,8.84,30.29,
5918,樟新堤岸樓中樓,https://buy.yungching.com.tw/house/4376047,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv4IXKqAiIsAScv3GfgUSUNiTHxPGo0zEzDI4VfjBkr_Yxi4L7koDQMqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,文山區,樟新街,30.5,11.0,10 , 11,88.21,7.0,2.0,3.0,3680,住宅大樓,20.12,70.38,(含車位8.37坪)
5919,葫洲首選綠意疆山,https://buy.yungching.com.tw/house/4376048,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvKxt9L5hqkv64_v-VbXiIKnvLMnrIedeXLLQzYJj6A-K_xdKuCYmbIqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQsZu2OGHf6on1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,民權東路六段,6.1,13.0,5 , 5,118.68,3.0,2.0,3.0,6988,住宅大樓,16.53,50.33,(含車位38.36坪)
5920,明明德六樓電梯,https://buy.yungching.com.tw/house/4377655,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtkqQ1CTm1_x-neA573TKqzlIK6P0Rx_CoTX2oxUf_Xum_N1T0DllzYqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,北投區,明德路,6.1,9.0,6 , 6,86.19,3.0,2.0,2.0,5288,華廈,13.49,37.3,(含車位27.74坪)
5921,日日田丁後棟美景,https://buy.yungching.com.tw/house/4378504,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsqbSY-8ZqCRaXyWL2dP7Dy1E49BbU34YoBJ-leNOjf90iBpKz8GGrEqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,中山北路一段,4.1,10.0,9 , 9,29.1,1.0,1.0,1.0,3018,住宅大樓,3.2,14.9,(含車位5.15坪)
5922,高樓捷運日日田丁,https://buy.yungching.com.tw/house/4378506,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu7BR9GSxQ1-5wjWMk4b19fhTg0fbrHWd7-DKu794BFUTwto2wvzbEqqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,中山北路一段,4.0,10.0,9 , 9,38.77,1.0,1.0,1.0,3049,華廈,3.5,16.42,(含車位12.93坪)
5923,日日田丁後棟高樓,https://buy.yungching.com.tw/house/4378505,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtTD7g4dLmvopV2mOj95wIzcyv_4mQVomgrDoUbzNYeM1VkTVZQojvVqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,中山北路一段,4.1,10.0,9 , 9,29.1,1.0,1.0,1.0,3018,華廈,3.2,14.9,(含車位5.15坪)
5924,日日田丁中山捷運,https://buy.yungching.com.tw/house/4378507,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvyv9GdF7IRU_4couHZ9haY2Zd-B1ogJmvwdzFqNhjkIwQsgjq40R1xqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,中山北路一段,4.0,10.0,2 , 2,24.0,1.0,1.0,1.0,2067,華廈,2.56,12.37,(含車位5.15坪)
5925,正大馬路京華店面,https://buy.yungching.com.tw/house/4378884,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuV0A2RRbzEqLP_tigS-id2fRHQ-WalGg0594b53Aet1W_VGTgOTSXmqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,松山區,八德路四段,42.0,5.0,B1 , 1,30.7,0.0,1.0,1.0,3980,店面,6.53,23.29,
5926,松山翔譽精品美居,https://buy.yungching.com.tw/house/4379024,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCudc7epuFovxk_ukeknNn3RkeRoN_ENh_FIFm833J8fR4-PX3ePubMUqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,松山區,八德路四段,7.2,13.0,5 , 5,20.15,1.0,1.0,1.0,2398,套房,1.99,10.91,
5927,璞真建設高樓景觀,https://buy.yungching.com.tw/house/4380148,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtyvKac6txpXDAksLsRAyhti7jAScN7v4s9inLptT_Eb-YX8zyRqnA4qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQ7B1phpHz8Gf1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,潮州街,6.3,16.0,12 , 12,210.25,3.0,3.0,5.0,19800,住宅大樓,25.98,89.69,(含車位60.37坪)
5928,南軟經貿超值辦公,https://buy.yungching.com.tw/house/4380179,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu9mDLnHIjmWDlHuTzfKi-FMrEhOl5E1NG-5RCJw6fIzCwrmfgfgBmYqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,南港區,重陽路,8.5,12.0,5 , 5,106.0,0.0,0.0,1.0,5280,辦公商業大樓,17.58,54.14,(含車位17.78坪)
5929,景美女中小店面,https://buy.yungching.com.tw/house/4380185,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsUSoggySZAnyudC1FXkCZTMocGM0tbBdCpNEGy3CIx3GW6Ro4DgdIWqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,文山區,樟新街,26.2,16.0,1 , 1,23.89,1.0,2.0,3.0,1880,店面,6.54,17.91,
5930,捷運濱湖名宮,https://buy.yungching.com.tw/house/4380579,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsKj1eQEHYB5SXxBPHp_tha6WvqPOdLd4H_eHKO8Q54NaH04MH5RbmeqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,民權東路六段,34.2,12.0,2 , 2,72.77,4.0,3.0,3.0,3980,住宅大樓,7.6,59.34,
5931,家家社區前排四房,https://buy.yungching.com.tw/house/4380580,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsudL4PsGWQzHf6Y0sT5eSL-UxZ6xRuPurZgi7hKL0E6Jy5CER7-QvWqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,文山區,興隆路三段,40.4,5.0,2 , 2,27.23,4.0,0.0,2.0,938,公寓,16.12,27.23,
5932,氣派美妝優質美寓,https://buy.yungching.com.tw/house/4380707,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsQpb6PkHOWEwXTvmm9MAbKi_Wo-uxRAi3m61Up3Kzk2cO0I8sNSU-xqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,萬華區,西藏路,51.2,4.0,4 , 4,86.7,5.0,4.0,4.0,4000,公寓,25.18,86.7,
5933,陽台遠景大空間,https://buy.yungching.com.tw/house/4380740,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu-4GYK5xqfomuRWBP3vUe4QidWCaTSIQaoVj9uUlLicMo2LJq-04dlqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,大同區,太原路,45.1,4.0,4 , 4,22.79,5.0,2.0,2.0,1880,公寓,7.41,22.79,
